First Name,Last Name,League,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Position,TPE
Phil,Kessel,National Hockey League,Arizona,Coyotes,7,14,14,17,14,15,18,1,1,17,15,15,16,17,13,6,14,17,19,17,16,8,18,11,10,10,13,6,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1357
Brad,Richardson,National Hockey League,Arizona,Coyotes,8,15,14,15,14,13,11,1,1,13,13,12,13,13,14,9,15,14,13,12,15,6,13,16,16,13,17,8,15,16,1,1,1,1,1,1,1,1,1,1,1,Center,986
Derek,Stepan,National Hockey League,Arizona,Coyotes,6,14,15,16,16,15,17,1,1,13,15,15,14,17,13,6,14,16,16,16,15,6,15,14,13,12,16,7,15,15,1,1,1,1,1,1,1,1,1,1,1,Center,1129
Darcy,Kuemper,National Hockey League,Arizona,Coyotes,11,1,15,13,14,1,14,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,16,15,16,14,15,16,15,13,15,Goalie,886
Vinnie,Hinostroza,National Hockey League,Arizona,Coyotes,6,14,12,13,13,15,14,1,1,15,15,15,14,15,13,8,12,15,15,15,15,7,15,14,10,12,13,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,924
Nick,Schmaltz,National Hockey League,Arizona,Coyotes,6,14,15,18,14,15,15,1,1,16,16,15,16,16,13,6,14,13,16,16,16,8,15,13,11,10,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1098
Antti,Raanta,National Hockey League,Arizona,Coyotes,7,1,12,13,11,1,13,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,16,16,15,14,14,16,16,15,17,Goalie,976
Carl,Söderberg,National Hockey League,Arizona,Coyotes,7,14,13,14,12,14,12,1,1,14,13,14,14,14,16,6,16,15,15,14,15,7,15,15,13,13,15,8,16,16,1,1,1,1,1,1,1,1,1,1,1,Center,1091
Jordan,Oesterle,National Hockey League,Arizona,Coyotes,5,12,14,16,12,16,15,1,1,14,13,14,13,15,12,6,8,12,14,15,7,15,12,15,7,12,14,15,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,784
Conor,Garland,National Hockey League,Arizona,Coyotes,7,14,15,16,13,15,16,1,1,15,16,14,15,15,12,6,13,18,14,16,16,6,15,13,12,12,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1024
Lawson,Crouse,National Hockey League,Arizona,Coyotes,12,16,14,13,13,9,12,1,1,13,12,14,15,14,16,12,16,15,14,14,15,7,13,15,9,19,16,8,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1187
Christian,Fischer,National Hockey League,Arizona,Coyotes,8,13,13,13,11,14,14,1,1,14,13,15,14,14,15,6,14,15,14,14,15,7,14,15,8,15,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,903
Christian,Dvorak,National Hockey League,Arizona,Coyotes,7,14,14,17,13,15,17,1,1,15,16,15,16,15,13,6,13,14,15,16,15,7,14,12,16,13,15,7,12,15,1,1,1,1,1,1,1,1,1,1,1,Center,1058
Jakob,Chychrun,National Hockey League,Arizona,Coyotes,7,16,15,15,14,15,16,1,1,13,14,16,14,15,16,7,8,14,14,14,7,16,12,16,8,13,14,14,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1021
Clayton,Keller,National Hockey League,Arizona,Coyotes,7,15,15,18,14,15,19,1,1,17,18,16,17,16,12,6,12,16,16,18,16,7,16,12,10,10,14,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1299
Barrett,Hayton,National Hockey League,Arizona,Coyotes,11,16,17,16,15,13,15,1,1,16,15,14,16,15,14,6,14,15,16,15,15,6,15,14,14,13,14,7,11,15,1,1,1,1,1,1,1,1,1,1,1,Center,1116
Marian,Hossa,National Hockey League,Arizona,Coyotes,5,12,14,15,14,15,14,1,1,13,12,14,13,12,15,6,13,15,15,16,15,7,16,15,11,12,15,7,16,16,1,1,1,1,1,1,1,1,1,1,1,Right Wing,964
Mario,Ferraro,National Hockey League,San Jose,Sharks,9,13,14,15,13,13,16,1,1,14,15,13,14,14,12,7,8,11,15,15,6,15,13,13,6,14,15,14,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,820
Brent,Burns,National Hockey League,San Jose,Sharks,8,16,17,17,16,14,18,1,1,15,16,19,17,19,17,6,10,14,18,19,9,18,17,14,10,12,14,11,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1759
Logan,Couture,National Hockey League,San Jose,Sharks,6,14,17,15,17,15,17,1,1,13,15,15,14,17,14,5,14,17,17,17,17,8,17,14,13,11,14,8,15,15,1,1,1,1,1,1,1,1,1,1,1,Center,1275
Evander,Kane,National Hockey League,San Jose,Sharks,19,15,14,13,10,5,11,1,1,14,16,18,16,17,16,12,17,18,15,16,17,7,16,15,11,15,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1678
Erik,Karlsson,National Hockey League,San Jose,Sharks,8,15,17,17,16,16,19,1,1,17,18,17,18,19,13,6,9,12,19,21,7,19,17,15,8,11,16,12,14,16,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1930
Patrick,Marleau,National Hockey League,San Jose,Sharks,7,14,15,15,17,15,17,1,1,13,13,15,14,14,15,6,15,14,14,15,15,7,14,13,15,12,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Wing,920
Joe,Thornton,National Hockey League,San Jose,Sharks,7,14,14,18,16,14,15,1,1,11,13,15,13,14,16,10,15,13,16,15,14,4,15,13,16,11,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,964
Marc-Edouard,Vlasic,National Hockey League,San Jose,Sharks,5,15,16,13,14,16,14,1,1,15,14,16,14,17,14,6,9,11,13,15,8,15,13,16,8,11,16,15,16,18,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1158
Brenden,Dillon,National Hockey League,San Jose,Sharks,13,15,16,14,14,9,16,1,1,12,13,16,14,15,17,9,10,10,14,13,6,14,11,17,6,17,15,14,17,17,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1171
Martin,Jones,National Hockey League,San Jose,Sharks,8,1,14,14,13,1,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,15,15,15,15,14,14,14,14,15,Goalie,766
Barclay,Goodrow,National Hockey League,San Jose,Sharks,16,16,15,13,14,8,13,1,1,13,12,11,14,15,15,16,15,13,14,13,13,6,13,18,17,16,15,8,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1252
Stefan,Noesen,National Hockey League,San Jose,Sharks,12,15,14,15,14,11,15,1,1,13,13,15,13,14,14,9,15,14,13,14,15,6,13,14,10,16,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,838
Kevin,Labanc,National Hockey League,San Jose,Sharks,9,14,15,18,14,13,17,1,1,16,16,14,15,16,13,6,14,15,17,16,15,6,16,13,10,12,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1123
Aaron,Dell,National Hockey League,San Jose,Sharks,7,1,16,14,13,1,16,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,14,15,15,15,14,14,14,14,Goalie,633
Tomás,Hertl,National Hockey League,San Jose,Sharks,7,14,15,17,15,16,17,1,1,15,16,17,14,17,15,6,16,16,16,17,17,8,16,14,15,12,14,8,15,14,1,1,1,1,1,1,1,1,1,1,1,Center,1385
Melker,Karlsson,National Hockey League,San Jose,Sharks,8,13,15,15,13,14,15,1,1,15,15,14,14,14,13,6,14,12,13,14,15,6,13,14,15,13,14,9,13,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,851
Marcus,Sörensen,National Hockey League,San Jose,Sharks,7,15,14,16,13,14,15,1,1,14,15,13,14,14,14,8,14,15,14,14,16,8,14,14,10,14,13,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,923
Tim,Heed,National Hockey League,San Jose,Sharks,7,13,14,15,12,15,14,1,1,15,15,12,15,14,13,6,8,13,15,16,8,16,14,15,6,11,14,14,13,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,898
Timo,Meier,National Hockey League,San Jose,Sharks,9,15,15,15,14,13,17,1,1,16,15,16,15,16,15,7,14,18,15,14,17,7,16,14,12,13,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1271
Dylan,Gambrell,National Hockey League,San Jose,Sharks,7,12,14,14,13,15,14,1,1,14,13,14,15,14,13,7,12,15,14,15,15,7,15,12,15,14,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,823
Craig,Anderson,National Hockey League,Ottawa,Senators,8,1,18,13,14,1,11,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,14,14,14,15,14,15,15,15,Goalie,731
Artem,Anisimov,National Hockey League,Ottawa,Senators,6,12,13,16,13,16,15,1,1,14,12,15,14,16,15,5,15,14,15,16,15,8,14,13,12,10,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Center,934
Mikkel,Boedker,National Hockey League,Ottawa,Senators,6,13,14,15,11,15,12,1,1,18,17,13,16,14,12,6,13,14,15,14,15,5,15,13,10,12,14,7,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,994
Ryan,Callahan,National Hockey League,Ottawa,Senators,8,15,16,16,14,13,12,1,1,13,13,12,13,13,14,7,14,15,14,14,14,5,14,15,10,16,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,868
Tyler,Ennis,National Hockey League,Ottawa,Senators,6,14,15,16,14,16,17,1,1,15,14,13,15,13,11,6,11,16,14,16,16,7,15,15,10,13,14,7,11,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,889
Marian,Gaborik,National Hockey League,Ottawa,Senators,7,11,13,12,13,14,14,1,1,14,14,15,15,13,13,6,12,15,13,16,15,8,15,14,10,11,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,805
Ron,Hainsey,National Hockey League,Ottawa,Senators,6,15,16,16,15,16,17,1,1,13,14,15,13,15,15,7,9,11,14,14,6,14,12,14,6,13,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,862
Clarke,MacArthur,National Hockey League,Ottawa,Senators,8,14,14,15,14,13,14,1,1,12,14,13,13,11,14,6,14,14,14,14,16,7,15,14,10,12,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,783
Bobby,Ryan,National Hockey League,Ottawa,Senators,7,13,14,13,13,14,14,1,1,12,12,15,14,14,15,7,15,15,15,16,15,7,15,14,10,13,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,920
Mark,Borowiecki,National Hockey League,Ottawa,Senators,14,17,16,16,15,5,13,1,1,11,12,15,12,14,18,15,9,12,13,11,5,14,11,15,6,20,15,16,13,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1209
Cody,Goloubef,National Hockey League,Ottawa,Senators,9,15,14,16,13,12,14,1,1,13,14,14,14,14,14,9,8,11,14,14,6,15,12,15,7,14,13,14,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,795
Anders,Nilsson,National Hockey League,Ottawa,Senators,8,1,14,13,14,1,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,15,15,15,15,16,13,13,14,15,Goalie,681
Connor,Brown,National Hockey League,Ottawa,Senators,7,16,15,16,14,16,16,1,1,15,15,15,14,15,13,6,14,12,14,15,14,6,14,14,10,11,16,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,948
Dylan,DeMelo,National Hockey League,Ottawa,Senators,8,14,15,15,13,13,15,1,1,13,15,15,14,15,13,7,9,11,15,14,5,15,13,14,8,14,15,15,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,890
Vladislav,Namestnikov,National Hockey League,Ottawa,Senators,8,14,15,14,12,13,12,1,1,16,14,14,15,14,13,7,12,14,15,15,15,7,14,14,12,14,14,8,14,16,1,1,1,1,1,1,1,1,1,1,1,Left Wing,968
Scott,Sabourin,National Hockey League,Ottawa,Senators,20,17,14,10,12,6,13,1,1,12,11,16,12,13,16,16,16,12,12,12,11,6,12,14,9,16,12,7,12,11,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1091
Chris,Tierney,National Hockey League,Ottawa,Senators,6,13,14,16,14,15,15,1,1,14,13,14,14,14,14,6,14,12,16,15,15,6,15,13,15,11,15,7,15,15,1,1,1,1,1,1,1,1,1,1,1,Center,928
Anthony,Duclair,National Hockey League,Ottawa,Senators,8,13,15,14,13,15,16,1,1,16,16,15,15,16,13,7,15,16,14,16,17,8,15,12,11,12,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1092
Jean-Gabriel,Pageau,National Hockey League,Ottawa,Senators,9,15,16,14,15,14,16,1,1,16,16,13,15,16,12,7,12,15,14,16,15,7,13,15,15,14,17,8,14,17,1,1,1,1,1,1,1,1,1,1,1,Center,1195
Mike,Reilly,National Hockey League,Ottawa,Senators,7,12,13,16,13,14,16,1,1,15,15,14,15,15,14,6,9,12,14,16,6,16,13,13,7,12,14,11,12,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,829
Nikita,Zaitsev,National Hockey League,Ottawa,Senators,7,14,15,15,13,15,15,1,1,15,15,15,15,16,15,7,8,11,12,14,6,16,10,15,7,14,14,15,16,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,991
Thomas,Chabot,National Hockey League,Ottawa,Senators,9,14,15,15,13,14,16,1,1,16,17,16,16,18,14,6,8,13,17,18,10,17,16,14,6,12,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1365
Brady,Tkachuk,National Hockey League,Ottawa,Senators,14,18,16,16,14,8,16,1,1,15,14,16,15,16,16,13,17,19,16,15,18,7,17,16,15,17,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1800
Christian,Wolanin,National Hockey League,Ottawa,Senators,6,14,14,16,12,15,15,1,1,15,14,14,15,14,13,6,8,12,14,14,9,16,13,14,6,12,13,12,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,769
Braydon,Coburn,National Hockey League,Tampa Bay,Lightning,8,14,15,13,15,13,14,1,1,14,12,16,14,14,16,8,10,11,14,14,5,14,12,15,7,14,15,12,17,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,926
Victor,Hedman,National Hockey League,Tampa Bay,Lightning,8,15,16,18,17,13,18,1,1,15,16,18,16,18,18,6,11,14,17,16,9,17,16,18,8,13,16,12,18,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1723
Ryan,McDonagh,National Hockey League,Tampa Bay,Lightning,7,15,16,17,16,14,18,1,1,15,18,18,16,17,15,6,9,11,15,16,7,17,13,15,8,13,16,15,16,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1389
Curtis,McElhinney,National Hockey League,Tampa Bay,Lightning,7,1,15,13,12,1,12,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,16,15,14,13,14,14,14,15,15,Goalie,696
Kevin,Shattenkirk,National Hockey League,Tampa Bay,Lightning,8,13,13,16,14,14,17,1,1,15,14,14,15,16,15,6,9,13,15,16,6,17,13,13,8,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,976
Steven,Stamkos,National Hockey League,Tampa Bay,Lightning,8,15,16,17,18,13,18,1,1,15,16,15,16,17,14,10,14,17,19,17,18,8,19,13,16,12,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,1630
Patrick,Maroon,National Hockey League,Tampa Bay,Lightning,12,16,15,15,14,11,16,1,1,12,12,16,12,15,17,16,17,14,15,13,15,6,14,14,11,15,13,6,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1107
Tyler,Johnson,National Hockey League,Tampa Bay,Lightning,7,15,16,17,15,15,17,1,1,18,17,14,16,16,11,6,11,16,15,16,17,8,16,13,14,12,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1198
Ondrej,Palat,National Hockey League,Tampa Bay,Lightning,6,14,16,16,15,15,16,1,1,13,15,15,14,15,14,6,14,14,16,16,15,6,15,16,10,14,15,8,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1058
Carter,Verhaeghe,National Hockey League,Tampa Bay,Lightning,9,12,13,15,14,13,15,1,1,14,14,13,15,14,13,7,13,15,15,15,16,7,15,12,13,13,11,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,813
Yanni,Gourde,National Hockey League,Tampa Bay,Lightning,10,15,15,16,14,11,16,1,1,15,16,16,16,15,12,8,12,16,16,16,16,8,16,15,13,12,15,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1171
Cédric,Paquette,National Hockey League,Tampa Bay,Lightning,13,16,15,14,14,7,15,1,1,13,12,14,13,13,15,9,15,13,12,12,15,6,12,14,15,18,14,9,13,14,1,1,1,1,1,1,1,1,1,1,1,Center,960
Alex,Killorn,National Hockey League,Tampa Bay,Lightning,9,16,16,14,15,13,15,1,1,13,13,14,13,16,15,7,15,15,15,14,15,7,15,17,11,13,15,7,13,16,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1073
Nikita,Kucherov,National Hockey League,Tampa Bay,Lightning,9,15,16,19,14,12,19,1,1,17,19,18,16,18,13,6,15,19,20,19,18,8,20,14,12,11,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,2090
Andrei,Vasilevskiy,National Hockey League,Tampa Bay,Lightning,11,1,16,16,14,1,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,15,17,16,16,15,16,16,15,14,17,Goalie,1091
Brayden,Point,National Hockey League,Tampa Bay,Lightning,6,15,15,18,15,15,17,1,1,18,18,16,18,17,12,7,14,17,16,17,17,8,18,14,14,11,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,1637
Jan,Rutta,National Hockey League,Tampa Bay,Lightning,7,14,14,15,12,14,14,1,1,14,13,15,13,15,14,6,8,11,14,15,7,16,13,15,6,11,14,12,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,810
Erik,Cernák,National Hockey League,Tampa Bay,Lightning,12,14,14,14,11,10,13,1,1,13,11,15,14,15,15,9,10,13,14,14,7,16,12,18,6,18,17,14,15,16,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1205
Anthony,Cirelli,National Hockey League,Tampa Bay,Lightning,7,15,15,16,14,15,13,1,1,15,15,12,16,14,13,8,14,15,15,15,16,8,15,14,15,13,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Center,1051
Mikhail,Sergachev,National Hockey League,Tampa Bay,Lightning,8,13,12,13,13,13,13,1,1,16,15,15,16,15,15,6,8,14,16,16,8,17,15,14,7,14,15,12,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1107
Michael,Del Zotto,National Hockey League,Anaheim,Ducks,7,12,13,14,14,14,14,1,1,14,14,14,14,15,14,6,8,12,14,15,6,16,12,12,6,18,15,14,12,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,929
Patrick,Eaves,National Hockey League,Anaheim,Ducks,8,14,14,13,14,13,15,1,1,14,12,14,15,13,13,6,13,14,13,14,15,6,14,15,10,13,14,6,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,780
Ryan,Getzlaf,National Hockey League,Anaheim,Ducks,9,14,14,18,18,12,14,1,1,13,12,14,14,16,16,7,16,13,18,16,15,6,16,14,15,14,14,8,15,14,1,1,1,1,1,1,1,1,1,1,1,Center,1187
Adam,Henrique,National Hockey League,Anaheim,Ducks,7,15,15,15,15,14,14,1,1,16,15,13,16,15,13,6,13,14,15,16,17,7,15,15,15,12,14,8,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,1123
Korbinian,Holzer,National Hockey League,Anaheim,Ducks,13,16,15,15,13,12,14,1,1,13,13,16,14,14,16,10,9,11,12,13,5,14,10,15,7,18,14,15,15,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1001
Ryan,Kesler,National Hockey League,Anaheim,Ducks,9,14,13,12,16,11,13,1,1,11,12,14,14,15,15,11,16,13,12,14,14,5,13,15,16,14,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,921
Ryan,Miller,National Hockey League,Anaheim,Ducks,8,1,14,13,14,1,13,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,15,14,15,16,15,14,16,12,15,Goalie,783
Erik,Gudbranson,National Hockey League,Anaheim,Ducks,16,17,15,14,15,8,13,1,1,12,12,16,13,15,18,10,10,10,12,12,7,16,10,16,6,17,15,14,16,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1203
Nicolas,Deslauriers,National Hockey League,Anaheim,Ducks,16,18,16,13,14,9,13,1,1,12,12,16,13,14,18,19,16,13,12,13,14,5,11,15,11,19,14,8,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1388
Derek,Grant,National Hockey League,Anaheim,Ducks,7,14,15,15,13,14,14,1,1,12,11,13,13,13,15,7,12,13,14,12,15,6,14,14,16,15,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,811
John,Gibson,National Hockey League,Anaheim,Ducks,8,1,15,17,14,1,17,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,16,16,16,14,16,15,16,16,17,Goalie,1116
Rickard,Rakell,National Hockey League,Anaheim,Ducks,6,15,15,16,14,15,17,1,1,15,14,15,15,16,14,6,14,16,16,16,17,7,16,13,11,13,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1162
Nick,Ritchie,National Hockey League,Anaheim,Ducks,16,16,15,12,14,6,14,1,1,13,13,16,13,13,16,9,16,14,15,13,15,5,15,13,11,16,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1050
Josh,Manson,National Hockey League,Anaheim,Ducks,12,16,15,16,14,11,15,1,1,13,13,16,13,16,17,9,9,11,14,15,6,15,12,15,7,16,15,12,16,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1087
Carter,Rowney,National Hockey League,Anaheim,Ducks,6,15,14,16,13,15,14,1,1,13,15,14,14,13,14,6,15,11,14,12,14,5,13,14,15,17,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,Center,924
Devin,Shore,National Hockey League,Anaheim,Ducks,6,14,14,15,13,15,13,1,1,14,13,14,14,13,15,7,13,13,15,15,14,6,14,14,11,13,15,8,14,15,1,1,1,1,1,1,1,1,1,1,1,Left Wing,854
Jakob,Silfverberg,National Hockey League,Anaheim,Ducks,7,13,15,17,14,14,16,1,1,14,14,13,15,16,15,6,14,15,14,16,16,7,15,18,9,12,16,8,15,17,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1197
Hampus,Lindholm,National Hockey League,Anaheim,Ducks,7,12,14,14,13,15,14,1,1,15,15,18,15,17,16,6,8,12,14,14,8,16,13,18,7,13,18,14,17,19,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1482
Jacob,Larsson,National Hockey League,Anaheim,Ducks,7,14,13,16,13,15,16,1,1,15,15,15,16,15,14,6,9,11,12,15,5,16,10,15,6,12,15,14,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,882
Sam,Steel,National Hockey League,Anaheim,Ducks,7,14,14,15,12,15,15,1,1,15,16,14,16,15,12,6,13,15,15,16,16,7,16,12,14,11,13,6,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,998
Troy,Terry,National Hockey League,Anaheim,Ducks,3,13,14,15,13,18,15,1,1,15,14,14,15,15,12,4,13,12,15,15,15,8,14,14,12,10,15,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,853
Cam,Fowler,National Hockey League,Anaheim,Ducks,7,14,15,16,14,15,16,1,1,15,16,15,17,18,15,6,9,11,15,17,7,16,13,14,7,11,15,14,15,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1186
Sergei,Bobrovsky,National Hockey League,Florida,Panthers,8,1,15,12,12,1,12,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,15,15,16,15,17,15,16,16,17,Goalie,1041
Brian,Boyle,National Hockey League,Florida,Panthers,9,14,15,14,15,12,12,1,1,12,11,16,12,14,17,8,17,14,13,12,16,6,13,14,15,15,14,7,16,14,1,1,1,1,1,1,1,1,1,1,1,Center,1040
Evgeni,Dadonov,National Hockey League,Florida,Panthers,5,14,15,16,13,17,17,1,1,16,17,15,16,17,13,5,13,16,16,17,17,8,17,14,10,11,15,7,15,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1331
Colton,Sceviour,National Hockey League,Florida,Panthers,6,15,16,14,13,15,14,1,1,14,13,14,14,12,14,10,14,16,14,14,14,5,13,15,11,14,16,9,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,906
Anton,Stralman,National Hockey League,Florida,Panthers,6,14,15,16,14,16,15,1,1,15,15,15,14,16,14,5,9,11,14,15,6,16,12,14,8,13,16,13,15,16,1,1,1,1,1,1,1,1,1,1,1,Right Defender,993
Keith,Yandle,National Hockey League,Florida,Panthers,7,13,14,17,16,15,16,1,1,18,17,16,17,18,13,7,8,13,18,18,8,16,16,13,8,11,14,12,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,1417
Brett,Connolly,National Hockey League,Florida,Panthers,8,14,16,14,14,15,16,1,1,14,14,16,15,15,15,6,15,16,15,15,17,8,15,13,9,13,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,1067
Mike,Hoffman,National Hockey League,Florida,Panthers,7,16,15,12,14,15,15,1,1,17,16,15,16,16,13,6,14,17,16,17,17,8,16,13,11,12,13,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,1287
Josh,Brown,National Hockey League,Florida,Panthers,13,16,16,12,14,8,16,1,1,12,12,16,13,14,16,15,10,11,11,12,5,15,10,16,7,18,15,13,15,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1065
Aaron,Ekblad,National Hockey League,Florida,Panthers,9,15,16,14,16,13,15,1,1,15,15,18,16,17,18,9,10,13,14,14,9,17,13,15,8,13,14,13,16,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,1298
Vincent,Trocheck,National Hockey League,Florida,Panthers,9,14,15,16,15,12,15,1,1,15,16,15,14,17,12,6,13,16,16,16,16,7,16,14,16,14,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,1240
Chris,Driedger,National Hockey League,Florida,Panthers,8,1,14,14,13,1,15,15,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,15,14,15,14,13,13,13,13,13,Goalie,581
Mark,Pysyk,National Hockey League,Florida,Panthers,8,12,15,14,13,14,13,1,1,15,13,15,15,15,14,6,9,11,13,14,8,16,11,17,7,14,17,14,15,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,992
